tourney_date,surface,tourney_level,best_of,winner_name,loser_name,winner_id,loser_id,winner_rank,loser_rank,winner_age,winner_ht,winner_hand,loser_age,loser_ht,loser_hand,round
20250218,Clay,A,3,Chun Hsin Tseng,Alejandro Tabilo,202358,126214,125,28,23.531827515400412,175.0,R,27.71526351813826,188.0,L,1st Round
20250218,Clay,A,3,Jaume Munar,Thiago Seyboth Wild,144719,205734,55,75,27.79192334017796,183.0,R,24.944558521560573,185.0,R,1st Round
20250218,Hard,A,3,Hamad Medjedovic,Stefanos Tsitsipas,209098,126774,73,11,21.590691307323752,188.0,R,26.521560574948666,193.0,R,1st Round
20250218,Clay,A,3,Jaime Faria,Mariano Barrios,210262,122628,107,139,21.53867214236824,188.0,R,30.926762491444215,,U,1st Round
20250218,Clay,A,3,Francisco Cerundolo,Hugo Gaston,202103,200384,26,93,26.518822724161534,185.0,R,24.396988364134156,173.0,L,1st Round
20250218,Clay,A,3,Alexander Zverev,Bu Y.,100644,-1,2,69,27.83299110198494,198.0,R,,,,1st Round
20250219,Hard,A,3,Andrey Rublev,Nuno Borges,126094,132686,10,39,27.3347022587269,188.0,R,28.0,185.0,R,2nd Round
20250219,Hard,A,3,Alex De Minaur,Botic Van De Zandschulp,200282,122298,8,87,26.00684462696783,183.0,R,29.37987679671458,191.0,R,2nd Round
20250219,Hard,A,3,Matteo Berrettini,Tallon Griekspoor,126610,134868,35,51,28.856947296372347,196.0,R,28.635181382614647,188.0,R,2nd Round
20250219,Clay,A,3,Alexander Zverev,Alexander Shevchenko,100644,207686,2,103,27.835728952772072,198.0,R,24.22450376454483,185.0,R,2nd Round
20250219,Hard,A,3,Jiri Lehecka,Fabian Marozsan,208103,206681,25,57,23.28268309377139,185.0,R,25.36892539356605,193.0,R,2nd Round
20250219,Clay,A,3,Alexandre Muller,Joshua Fonseca,124186,128159,60,68,28.04928131416838,183.0,R,42.299794661190965,,U,1st Round
20250219,Clay,A,3,Sebastian Baez,Mariano Navone,202104,208363,31,46,24.145106091718002,170.0,R,23.978097193702943,178.0,R,2nd Round
20250219,Clay,A,3,Francisco Comesana,Nicolas Jarry,207681,111797,86,47,24.372347707049965,178.0,R,29.360711841204655,201.0,R,2nd Round
20250219,Hard,A,3,Jose Maria Draper,O Connell C.,117272,-1,16,82,,,U,,,,2nd Round
20250219,Hard,A,3,Carlos Alcaraz,Luca Nardi,207989,208134,3,85,21.796030116358658,183.0,R,21.541409993155373,185.0,R,2nd Round
20250219,Hard,A,3,Daniil Medvedev,Zizou Bergs,106421,200267,6,58,29.023956194387406,198.0,R,25.71663244353183,185.0,R,2nd Round
20250220,Clay,A,3,Chun Hsin Tseng,Thiago Monteiro,202358,106329,125,99,23.537303216974674,175.0,R,30.72689938398357,183.0,L,2nd Round
20250220,Clay,A,3,Francisco Cerundolo,Luciano Darderi,202103,209260,26,61,26.524298425735797,185.0,R,23.017111567419576,183.0,R,2nd Round
20250220,Clay,A,3,Jaime Faria,Jaume Munar,210262,144719,107,55,21.544147843942504,188.0,R,27.797399041752225,183.0,R,2nd Round
20250220,Clay,A,3,Camilo Ugo Carabelli,Damir Dzumhur,200116,106000,91,97,25.68104038329911,185.0,R,32.75564681724846,175.0,R,2nd Round
20250220,Hard,A,3,Andrey Rublev,Alex De Minaur,126094,200282,10,8,27.33744010951403,188.0,R,26.00958247775496,183.0,R,Quarterfinals
20250220,Hard,A,3,Jiri Lehecka,Carlos Alcaraz,208103,207989,25,3,23.28542094455852,185.0,R,21.79876796714579,183.0,R,Quarterfinals
20250220,Hard,A,3,Jose Maria Draper,Matteo Berrettini,117272,126610,16,35,,,U,28.859685147159478,196.0,R,Quarterfinals
20250221,Clay,A,3,Camilo Ugo Carabelli,Jaime Faria,200116,210262,91,107,25.683778234086244,185.0,R,21.54688569472964,188.0,R,Quarterfinals
20250221,Hard,A,3,Jose Maria Draper,Jiri Lehecka,117272,208103,16,25,,,U,23.288158795345655,185.0,R,Semifinals
20250221,Clay,A,3,Sebastian Baez,Chun Hsin Tseng,202104,202358,31,125,24.150581793292265,170.0,R,23.540041067761805,175.0,R,Quarterfinals
20250221,Hard,A,3,Andrey Rublev,Felix Auger Aliassime,126094,200000,10,23,27.340177960301162,188.0,R,24.539356605065024,193.0,R,Semifinals
20250221,Clay,A,3,Francisco Comesana,Alexander Zverev,207681,100644,86,2,24.37782340862423,178.0,R,27.84120465434634,198.0,R,Quarterfinals
20250221,Clay,A,3,Alexandre Muller,Tomas Martin Etcheverry,124186,144869,60,43,28.05475701574264,183.0,R,25.598904859685145,196.0,R,2nd Round
20250222,Hard,A,3,Andrey Rublev,Jose Maria Draper,126094,117272,10,16,27.342915811088297,188.0,R,,,U,The Final
20250222,Clay,A,3,Sebastian Baez,Camilo Ugo Carabelli,202104,200116,31,91,24.1533196440794,170.0,R,25.686516084873375,185.0,R,Semifinals
20250222,Clay,A,3,Alexandre Muller,Francisco Comesana,124186,207681,60,86,28.057494866529773,183.0,R,24.380561259411362,178.0,R,Semifinals
20250222,Clay,A,3,Alexandre Muller,Francisco Cerundolo,124186,202103,60,26,28.057494866529773,183.0,R,26.529774127310063,185.0,R,Quarterfinals
20250223,Clay,A,3,Sebastian Baez,Alexandre Muller,202104,124186,31,60,24.15605749486653,170.0,R,28.060232717316907,183.0,R,The Final
20250224,Hard,A,3,Stefanos Tsitsipas,Lorenzo Sonego,126774,132283,11,35,26.537987679671456,193.0,R,29.793292265571527,191.0,R,1st Round
20250224,Hard,A,3,Zizou Bergs,Aziz Dougaz,200267,144826,56,212,25.730321697467488,185.0,R,27.917864476386036,188.0,L,1st Round
20250224,Hard,A,3,Mpetshi G.,Ze Zhang,-1,105585,29,49,,,,34.64476386036961,188.0,R,1st Round
20250224,Clay,A,3,Yannick Hanfmann,Facundo Diaz Acosta,105870,207680,109,130,33.28405201916495,193.0,R,24.194387405886378,183.0,L,1st Round
20250224,Clay,A,3,Cristian Garin,Juan Pablo Ficovich,106426,126663,147,175,28.739219712525667,185.0,R,28.084873374401095,191.0,R,1st Round
20250224,Clay,A,3,Gustavo Heide,Thiago Seyboth Wild,208361,205734,160,86,22.989733059548254,191.0,R,24.960985626283367,185.0,R,1st Round
20250224,Hard,A,3,Alexei Popyrin,Hady Habib,200615,200273,27,168,25.557837097878167,196.0,R,26.51334702258727,188.0,R,1st Round
20250224,Hard,A,3,Karen Khachanov,Daniel Evans,111575,105554,24,178,28.763860369609855,198.0,R,34.75975359342916,175.0,R,1st Round
20250224,Hard,A,3,Roberto Bautista Agut,Fabian Marozsan,105138,206681,53,55,36.865160848733744,183.0,R,25.38261464750171,193.0,R,1st Round
20250224,Clay,A,3,Laslo Djere,Ignacio Buse,111513,209860,103,227,29.73305954825462,188.0,R,20.919917864476385,185.0,R,1st Round
20250225,Hard,A,3,Christian Ruud,Arthur Rinderknech,102104,126239,5,61,52.506502395619435,188.0,R,29.596167008898014,196.0,R,1st Round
20250225,Hard,A,3,Tomas Machac,Jakub Mensik,207830,210084,25,54,24.369609856262834,183.0,R,19.485284052019164,,U,1st Round
20250225,Hard,A,3,Bryan Shelton,Flavio Cobolli,101214,207925,14,39,59.17864476386037,185.0,R,22.809034907597535,183.0,R,1st Round
20250225,Hard,A,3,Felix Auger Aliassime,Alexander Bublik,200000,122330,21,51,24.550308008213552,193.0,R,27.693360711841205,196.0,R,1st Round
20250225,Hard,A,3,Tallon Griekspoor,Roman Safiullin,134868,126128,47,72,28.65160848733744,188.0,R,27.55373032169747,185.0,R,1st Round
20250225,Hard,A,3,Luca Nardi,Marton Fucsovics,208134,105916,79,88,21.557837097878167,185.0,R,33.04859685147159,188.0,R,1st Round
20250225,Hard,A,3,Marin Cilic,Alex De Minaur,105227,200282,187,8,36.41067761806981,198.0,R,26.023271731690624,183.0,R,1st Round
20250225,Hard,A,3,Nuno Borges,Arthur Fils,132686,209950,38,19,28.016427104722794,185.0,R,20.706365503080082,185.0,R,1st Round
20250225,Hard,A,3,Quentin Halys,Andrey Rublev,111460,126094,77,9,28.334017796030118,191.0,R,27.351129363449694,188.0,R,1st Round
20250225,Clay,A,3,Mariano Navone,Alexander Shevchenko,208363,207686,64,95,23.994524298425734,178.0,R,24.240930869267626,185.0,R,1st Round
20250225,Clay,A,3,Thiago Monteiro,Juan Manuel Cerundolo,106329,207678,108,123,30.740588637919235,183.0,L,23.279945242984258,183.0,L,1st Round
20250225,Clay,A,3,Camilo Ugo Carabelli,Nicolas Jarry,200116,111797,69,45,25.694729637234772,185.0,R,29.377138945927445,201.0,R,1st Round
20250225,Clay,A,3,Jaime Faria,Luciano Darderi,210262,209260,87,59,21.557837097878167,188.0,R,23.030800821355236,183.0,R,1st Round
20250225,Hard,A,3,Daniil Medvedev,Jan Lennard Struff,106421,105526,6,46,29.0403832991102,198.0,R,34.83915126625599,193.0,R,1st Round
20250225,Hard,A,3,Ugo Humbert,Jiri Lehecka,200005,208103,15,22,26.6694045174538,188.0,L,23.299110198494184,185.0,R,1st Round
20250225,Clay,A,3,Tomas Martin Etcheverry,Hugo Gaston,144869,200384,43,92,25.609856262833677,196.0,R,24.416153319644078,173.0,L,1st Round
20250225,Clay,A,3,Damir Dzumhur,Corentin Moutet,106000,144895,90,65,32.76933607118412,175.0,R,25.856262833675565,180.0,L,1st Round
20250225,Hard,A,3,Matteo Berrettini,Gael Monfils,126610,104792,30,40,28.87337440109514,196.0,R,38.48596851471595,193.0,R,1st Round
20250225,Hard,A,3,Todd Paul,Gabriel Diallo,104652,209113,10,89,39.167693360711844,180.0,L,23.422313483915126,203.0,R,1st Round
20250225,Hard,A,3,Marcos Giron,Adam Walton,106218,200443,52,97,31.592060232717316,180.0,R,25.861738535249827,183.0,R,1st Round
20250225,Hard,A,3,Daniel Altmaier,Miomir Kecmanovic,127157,200175,76,44,26.455852156057496,188.0,R,25.489390828199863,183.0,R,1st Round
20250225,Hard,A,3,Learner Tien,Cameron Norrie,210530,111815,83,74,19.23340177960301,180.0,L,29.51129363449692,188.0,L,1st Round
20250225,Hard,A,3,David Goffin,Rinky Hijikata,105676,208014,63,82,34.220396988364136,180.0,R,24.005475701574266,178.0,R,1st Round
20250226,Hard,A,3,Felix Auger Aliassime,Nuno Borges,200000,132686,21,38,24.553045859000683,193.0,R,28.019164955509925,185.0,R,2nd Round
20250226,Hard,A,3,Marin Cilic,Alexei Popyrin,105227,200615,187,27,36.41341546885695,198.0,R,25.56331279945243,196.0,R,2nd Round
20250226,Hard,A,3,Stefanos Tsitsipas,Karen Khachanov,126774,111575,11,24,26.543463381245722,193.0,R,28.76933607118412,198.0,R,2nd Round
20250226,Hard,A,3,Matteo Berrettini,O Connell C.,126610,-1,30,75,28.876112251882272,196.0,R,,,,2nd Round
20250226,Hard,A,3,Daniil Medvedev,Mpetshi G.,106421,-1,6,29,29.04312114989733,198.0,R,,,,2nd Round
20250226,Hard,A,3,Quentin Halys,Roberto Bautista Agut,111460,105138,77,53,28.33675564681725,191.0,R,36.87063655030801,183.0,R,2nd Round
20250226,Clay,A,3,Francisco Comesana,Felipe Meligeni Alves,207681,200335,67,194,24.39151266255989,178.0,R,27.019849418206707,185.0,R,1st Round
20250226,Clay,A,3,Jaime Faria,Gustavo Heide,210262,208361,87,160,21.560574948665298,188.0,R,22.99520876112252,191.0,R,2nd Round
20250226,Clay,A,3,Tomas Martin Etcheverry,Cristian Garin,144869,106426,43,147,25.61259411362081,196.0,R,28.744695414099933,185.0,R,2nd Round
20250226,Clay,A,3,Francisco Cerundolo,Yannick Hanfmann,202103,105870,26,109,26.54072553045859,185.0,R,33.28952772073922,193.0,R,2nd Round
20250226,Hard,A,3,Alexander Zverev,Matteo Arnaldi,100644,208286,2,33,27.854893908281998,198.0,R,24.01095140314853,185.0,R,1st Round
20250226,Hard,A,3,Rodrigo Pacheco Mendez,Aleksandar Vukic,210202,126846,356,66,19.84120465434634,188.0,L,28.892539356605067,188.0,R,1st Round
20250226,Hard,A,3,Alejandro Davidovich Fokina,Mattia Bellucci,200221,208233,48,70,25.730321697467488,183.0,R,23.73990417522245,175.0,L,1st Round
20250226,Hard,A,3,Frances Tiafoe,Alexandre Muller,126207,124186,18,41,27.10198494182067,188.0,R,28.0684462696783,183.0,R,1st Round
20250226,Clay,A,3,Federico Coria,Mariano Barrios,105948,122628,136,145,32.969199178644764,180.0,R,30.94866529774127,,U,1st Round
20250226,Clay,A,3,Laslo Djere,Pablo Martinez,111513,103492,103,36,29.738535249828885,188.0,R,45.1170431211499,,R,2nd Round
20250226,Hard,A,3,Luca Nardi,Zizou Bergs,208134,200267,79,56,21.560574948665298,185.0,R,25.73579739904175,185.0,R,2nd Round
20250226,Hard,A,3,Tallon Griekspoor,Ugo Humbert,134868,200005,47,15,28.654346338124572,188.0,R,26.67214236824093,188.0,L,2nd Round
20250226,Hard,A,3,Holger Rune,Roberto Carballes Baena,208029,106148,13,50,21.831622176591377,188.0,R,31.9315537303217,183.0,R,1st Round
20250226,Hard,A,3,Alex Michelsen,Bu Y.,210506,-1,34,68,20.50650239561944,193.0,R,,,,1st Round
20250226,Hard,A,3,Brandon Nakashima,Benjamin Bonzi,206909,126127,42,62,23.567419575633128,188.0,R,28.71731690622861,183.0,R,1st Round
20250226,Hard,A,3,Denis Shapovalov,Nishesh Basavareddy,133430,210460,32,106,25.869952087611225,185.0,L,19.822039698836413,180.0,R,1st Round
20250227,Hard,A,3,Stefanos Tsitsipas,Matteo Berrettini,126774,126610,11,30,26.546201232032853,193.0,R,28.878850102669404,196.0,R,Quarterfinals
20250227,Hard,A,3,Felix Auger Aliassime,Marin Cilic,200000,105227,21,187,24.555783709787818,193.0,R,36.41615331964408,198.0,R,Quarterfinals
20250227,Hard,A,3,Tallon Griekspoor,Daniil Medvedev,134868,106421,47,6,28.657084188911703,188.0,R,29.045859000684462,198.0,R,Quarterfinals
20250227,Hard,A,3,Quentin Halys,Luca Nardi,111460,208134,77,79,28.33949349760438,191.0,R,21.56331279945243,185.0,R,Quarterfinals
20250227,Hard,A,3,Learner Tien,Alexander Zverev,210530,100644,83,2,19.238877481177276,180.0,L,27.857631759069132,198.0,R,2nd Round
20250227,Hard,A,3,Tomas Machac,Daniel Altmaier,207830,127157,25,76,24.3750855578371,183.0,R,26.46132785763176,188.0,R,2nd Round
20250227,Hard,A,3,David Goffin,Bryan Shelton,105676,101214,63,14,34.2258726899384,180.0,R,59.18412046543463,185.0,R,2nd Round
20250227,Hard,A,3,Denis Shapovalov,Alex Michelsen,133430,210506,32,34,25.872689938398356,185.0,L,20.50924024640657,193.0,R,2nd Round
20250227,Clay,A,3,Damir Dzumhur,Mariano Navone,106000,208363,90,64,32.77481177275838,175.0,R,24.0,178.0,R,2nd Round
20250227,Clay,A,3,Sebastian Baez,Francisco Comesana,202104,207681,31,67,24.16700889801506,170.0,R,24.39425051334702,178.0,R,2nd Round
20250227,Clay,A,3,Federico Coria,Alejandro Tabilo,105948,126214,136,28,32.9719370294319,180.0,R,27.73990417522245,188.0,L,2nd Round
20250227,Hard,A,3,Alejandro Davidovich Fokina,Frances Tiafoe,200221,126207,48,18,25.73305954825462,183.0,R,27.104722792607802,188.0,R,2nd Round
20250227,Clay,A,3,Camilo Ugo Carabelli,Thiago Monteiro,200116,106329,69,108,25.700205338809035,185.0,R,30.746064339493497,183.0,L,2nd Round
20250228,Hard,A,3,Felix Auger Aliassime,Quentin Halys,200000,111460,21,77,24.55852156057495,193.0,R,28.34223134839151,191.0,R,Semifinals
20250228,Hard,A,3,Stefanos Tsitsipas,Tallon Griekspoor,126774,134868,11,47,26.548939082819988,193.0,R,28.659822039698838,188.0,R,Semifinals
20250228,Hard,A,3,Brandon Nakashima,David Goffin,206909,105676,42,63,23.572895277207394,188.0,R,34.22861054072553,180.0,R,Quarterfinals
20250228,Clay,A,3,Laslo Djere,Jaime Faria,111513,210262,103,87,29.744010951403148,188.0,R,21.56605065023956,188.0,R,Quarterfinals
20250228,Hard,A,3,Alejandro Davidovich Fokina,Rodrigo Pacheco Mendez,200221,210202,48,356,25.73579739904175,183.0,R,19.8466803559206,188.0,L,Quarterfinals
20250228,Hard,A,3,Denis Shapovalov,Marcos Giron,133430,106218,32,52,25.87542778918549,185.0,L,31.600273785078713,180.0,R,Quarterfinals
20250228,Hard,A,3,Tomas Machac,Learner Tien,207830,210530,25,83,24.37782340862423,183.0,R,19.241615331964407,180.0,L,Quarterfinals
20250228,Clay,A,3,Camilo Ugo Carabelli,Federico Coria,200116,105948,69,136,25.702943189596166,185.0,R,32.97467488021903,180.0,R,Quarterfinals
20250228,Clay,A,3,Francisco Cerundolo,Tomas Martin Etcheverry,202103,144869,26,43,26.546201232032853,185.0,R,25.61806981519507,196.0,R,Quarterfinals
20250301,Clay,A,3,Sebastian Baez,Damir Dzumhur,202104,106000,31,90,24.17248459958932,170.0,R,32.780287474332646,175.0,R,Quarterfinals
20250301,Clay,A,3,Laslo Djere,Francisco Cerundolo,111513,202103,103,26,29.746748802190282,188.0,R,26.548939082819988,185.0,R,Semifinals
20250301,Clay,A,3,Sebastian Baez,Camilo Ugo Carabelli,202104,200116,31,69,24.17248459958932,170.0,R,25.7056810403833,185.0,R,Semifinals
20250301,Hard,A,3,Stefanos Tsitsipas,Felix Auger Aliassime,126774,200000,11,21,26.55167693360712,193.0,R,24.56125941136208,193.0,R,The Final
20250301,Hard,A,3,Tomas Machac,Brandon Nakashima,207830,206909,25,42,24.380561259411362,183.0,R,23.575633127994525,188.0,R,Semifinals
20250301,Hard,A,3,Alejandro Davidovich Fokina,Denis Shapovalov,200221,133430,48,32,25.738535249828885,183.0,R,25.87816563997262,185.0,L,Semifinals
20250302,Hard,A,3,Tomas Machac,Alejandro Davidovich Fokina,207830,200221,25,48,24.383299110198493,183.0,R,25.741273100616016,183.0,R,The Final
20250302,Clay,A,3,Laslo Djere,Sebastian Baez,111513,202104,103,31,29.749486652977414,188.0,R,24.175222450376456,170.0,R,The Final
20250305,Hard,M,3,Tallon Griekspoor,Miomir Kecmanovic,134868,200175,43,49,28.673511293634498,188.0,R,25.51129363449692,183.0,R,1st Round
20250305,Hard,M,3,Bu Y.,Nishesh Basavareddy,-1,210460,71,101,,,,19.84120465434634,180.0,R,1st Round
20250305,Hard,M,3,O Connell C.,Roberto Carballes Baena,-1,106148,75,52,,,,31.95071868583162,183.0,R,1st Round
20250305,Hard,M,3,Thiago Seyboth Wild,Alexandre Muller,205734,124186,91,44,24.985626283367555,185.0,R,28.087611225188226,183.0,R,1st Round
20250305,Hard,M,3,Tristan Boyer,Aleksandar Vukic,207729,126846,117,64,23.871321013004792,188.0,R,28.91170431211499,188.0,R,1st Round
20250305,Hard,M,3,Kei Nishikori,Jaume Munar,105453,144719,76,58,35.181382614647504,178.0,R,27.83299110198494,183.0,R,1st Round
20250305,Hard,M,3,Fabian Marozsan,Pablo Martinez,206681,103492,54,41,25.4072553045859,193.0,R,45.13620807665982,,R,1st Round
20250305,Hard,M,3,Casey Smith,Flavio Cobolli,103469,207925,261,40,45.31416837782341,,U,22.830937713894592,183.0,R,1st Round
20250305,Hard,M,3,Damir Dzumhur,Roberto Bautista Agut,106000,105138,84,50,32.79123887748118,175.0,R,36.889801505817935,183.0,R,1st Round
20250305,Hard,M,3,Roman Safiullin,Reilly Opelka,126128,124187,69,114,27.575633127994525,185.0,R,27.51813826146475,211.0,R,1st Round
20250306,Hard,M,3,Marcos Giron,Nikoloz Basilashvili,106218,105932,48,152,31.616700889801507,180.0,R,33.0321697467488,185.0,R,1st Round
20250306,Hard,M,3,Zizou Bergs,Ethan Quinn,200267,210319,53,137,25.75770020533881,185.0,R,20.982888432580424,191.0,R,1st Round
20250306,Hard,M,3,Jenson Brooksby,Benjamin Bonzi,202385,126127,937,62,24.358658453114305,188.0,R,28.739219712525667,183.0,R,1st Round
20250306,Hard,M,3,Joshua Fonseca,Jacob Fearnley,128159,207985,80,81,42.340862422997944,,U,23.641341546885695,183.0,R,1st Round
20250306,Hard,M,3,Yusuke Watanuki,Alexander Bublik,105552,122330,349,82,34.795345653661876,,R,27.718001368925393,196.0,R,1st Round
20250306,Hard,M,3,Rinky Hijikata,Alexander Shevchenko,208014,207686,83,98,24.030116358658454,178.0,R,24.265571526351813,185.0,R,1st Round
20250306,Hard,M,3,Jakub Mensik,Tomas Martin Etcheverry,210084,144869,57,45,19.509924709103355,,U,25.634496919917865,196.0,R,1st Round
20250306,Hard,M,3,Matthew McDonald,Alejandro Davidovich Fokina,100554,200221,109,39,66.5681040383299,,R,25.752224503764545,183.0,R,1st Round
20250306,Hard,M,3,Matteo Arnaldi,Andrej Kovacevic,208286,133441,35,94,24.032854209445585,185.0,R,36.68720054757016,,U,1st Round
20250306,Hard,M,3,Gael Monfils,Jan Lennard Struff,104792,105526,42,46,38.510609171800134,193.0,R,34.86379192334018,193.0,R,1st Round
20250306,Hard,M,3,Gabriel Diallo,Ze Zhang,209113,105585,88,51,23.446954140999317,203.0,R,34.672142368240934,188.0,R,1st Round
20250306,Hard,M,3,Matteo Gigante,Sebastian Baez,209261,202104,217,34,23.16769336071184,,L,24.186173853524984,170.0,R,1st Round
20250306,Hard,M,3,Corentin Moutet,James Thompson,144895,107270,79,38,25.880903490759753,180.0,L,,,R,1st Round
20250306,Hard,M,3,Cameron Norrie,Luca Nardi,111815,208134,77,67,29.53593429158111,188.0,L,21.582477754962355,185.0,R,1st Round
20250307,Hard,M,3,Nuno Borges,Arthur Rinderknech,132686,126239,36,73,28.043805612594113,185.0,R,29.623545516769337,196.0,R,1st Round
20250307,Hard,M,3,Hugo Gaston,Luciano Darderi,200384,209260,93,60,24.4435318275154,173.0,L,23.058179329226558,183.0,R,1st Round
20250307,Hard,M,3,Tallon Griekspoor,Alexander Zverev,134868,100644,43,2,28.67898699520876,188.0,R,27.87953456536619,198.0,R,2nd Round
20250307,Hard,M,3,Todd Paul,Tristan Boyer,104652,207729,11,117,39.19507186858316,180.0,L,23.876796714579054,188.0,R,2nd Round
20250307,Hard,M,3,Adam Walton,Giulio Zeppieri,200443,206748,96,394,25.88911704312115,183.0,R,23.247091033538673,183.0,L,1st Round
20250307,Hard,M,3,David Goffin,Lorenzo Sonego,105676,132283,56,37,34.247775496235455,180.0,R,29.82340862422998,191.0,R,1st Round
20250307,Hard,M,3,Mariano Navone,Learner Tien,208363,210530,63,68,24.021902806297057,178.0,R,19.260780287474333,180.0,L,1st Round
20250307,Hard,M,3,Ugo Humbert,Kei Nishikori,200005,105453,19,76,26.69678302532512,188.0,L,35.186858316221766,178.0,R,2nd Round
20250307,Hard,M,3,Alexei Popyrin,Zizou Bergs,200615,200267,27,53,25.587953456536617,196.0,R,25.760438056125942,185.0,R,2nd Round
20250307,Hard,M,3,Cameron Norrie,Jiri Lehecka,111815,208103,77,24,29.53867214236824,188.0,L,23.326488706365502,185.0,R,2nd Round
20250307,Hard,M,3,Lorenzo Musetti,Roman Safiullin,207518,126128,16,69,23.01163586584531,185.0,R,27.581108829568787,185.0,R,2nd Round
20250307,Hard,M,3,Alex Michelsen,Casey Smith,210506,103469,32,261,20.531143052703626,193.0,R,45.319644079397676,,U,2nd Round
20250307,Hard,M,3,Marcos Giron,Christian Ruud,106218,102104,48,5,31.619438740588638,180.0,R,52.53388090349076,188.0,R,2nd Round
20250307,Hard,M,3,Matteo Berrettini,O Connell C.,126610,-1,29,75,28.90075290896646,196.0,R,,,,2nd Round
20250307,Hard,M,3,Dusan Lajovic,Li Tu,105583,111454,108,177,34.68583162217659,183.0,R,28.777549623545518,183.0,R,1st Round
20250307,Hard,M,3,Quentin Halys,Pablo Carreno Busta,111460,105807,59,112,28.361396303901437,191.0,R,33.65366187542779,188.0,R,1st Round
20250308,Hard,M,3,Francisco Cerundolo,Matthew McDonald,202103,100554,26,109,26.56810403832991,185.0,R,66.57357973990418,,R,2nd Round
20250308,Hard,M,3,Denis Shapovalov,Adam Walton,133430,200443,28,96,25.897330595482547,185.0,L,25.89185489390828,183.0,R,2nd Round
20250308,Hard,M,3,Jose Maria Draper,Joshua Fonseca,117272,128159,14,80,,,U,42.34633812457221,,U,2nd Round
20250308,Hard,M,3,Matteo Arnaldi,Andrey Rublev,208286,126094,35,8,24.03832991101985,185.0,R,27.381245722108144,188.0,R,2nd Round
20250308,Hard,M,3,Daniil Medvedev,Bu Y.,106421,-1,6,71,29.07049965776865,198.0,R,,,,2nd Round
20250308,Hard,M,3,Arthur Fils,Gabriel Diallo,209950,209113,21,88,20.736481861738536,185.0,R,23.45242984257358,203.0,R,2nd Round
20250308,Hard,M,3,Jenson Brooksby,Felix Auger Aliassime,202385,200000,937,18,24.36413415468857,188.0,R,24.580424366872005,193.0,R,2nd Round
20250308,Hard,M,3,Alejandro Tabilo,Dusan Lajovic,126214,105583,31,108,27.76454483230664,188.0,L,34.68856947296372,183.0,R,2nd Round
20250308,Hard,M,3,Holger Rune,Corentin Moutet,208029,144895,13,79,21.859000684462696,188.0,R,25.88637919233402,180.0,L,2nd Round
20250308,Hard,M,3,Stefanos Tsitsipas,Thiago Seyboth Wild,126774,205734,9,91,26.570841889117045,193.0,R,24.993839835728952,185.0,R,2nd Round
20250308,Hard,M,3,Hubert Hurkacz,Hugo Gaston,128034,200384,22,93,28.0684462696783,196.0,R,24.44626967830253,173.0,L,2nd Round
20250308,Hard,M,3,Brandon Nakashima,Rinky Hijikata,206909,208014,33,83,23.59479808350445,188.0,R,24.035592060232716,178.0,R,2nd Round
20250308,Hard,M,3,Carlos Alcaraz,Quentin Halys,207989,111460,3,59,21.842573579739906,183.0,R,28.36413415468857,191.0,R,2nd Round
20250308,Hard,M,3,Botic Van De Zandschulp,Novak Djokovic,122298,104925,85,7,29.426420260095824,191.0,R,37.79603011635866,188.0,R,2nd Round
20250308,Hard,M,3,Frances Tiafoe,Damir Dzumhur,126207,106000,17,84,27.129363449691994,188.0,R,32.799452429842574,175.0,R,2nd Round
20250308,Hard,M,3,Taylor Fritz,Matteo Gigante,126203,209261,4,217,27.359342915811087,196.0,R,23.173169062286107,,L,2nd Round
20250309,Hard,M,3,Grigor Dimitrov,Nuno Borges,105777,132686,15,36,33.81519507186858,191.0,R,28.04928131416838,185.0,R,2nd Round
20250309,Hard,M,3,Karen Khachanov,Jakub Mensik,111575,210084,23,57,28.799452429842574,198.0,R,19.51813826146475,,U,2nd Round
20250309,Hard,M,3,Bryan Shelton,Mariano Navone,101214,208363,12,63,59.21149897330596,185.0,R,24.027378507871322,178.0,R,2nd Round
20250309,Hard,M,3,Alex De Minaur,David Goffin,200282,105676,10,56,26.05612594113621,183.0,R,34.25325119780972,180.0,R,2nd Round
20250309,Hard,M,3,Gael Monfils,Sebastian Korda,104792,200624,42,25,38.51882272416153,193.0,R,24.67624914442163,196.0,R,2nd Round
20250309,Hard,M,3,Todd Paul,Cameron Norrie,104652,111815,11,77,39.200547570157426,180.0,L,29.544147843942504,188.0,L,3rd Round
20250309,Hard,M,3,Tallon Griekspoor,Mpetshi G.,134868,-1,43,30,28.684462696783026,188.0,R,,,,3rd Round
20250309,Hard,M,3,Marcos Giron,Alexei Popyrin,106218,200615,48,27,31.6249144421629,180.0,R,25.593429158110883,196.0,R,3rd Round
20250309,Hard,M,3,Stefanos Tsitsipas,Matteo Berrettini,126774,126610,9,29,26.573579739904176,193.0,R,28.906228610540726,196.0,R,3rd Round
20250309,Hard,M,3,Holger Rune,Ugo Humbert,208029,200005,13,19,21.861738535249827,188.0,R,26.702258726899384,188.0,L,3rd Round
20250310,Hard,M,3,Arthur Fils,Lorenzo Musetti,209950,207518,21,16,20.7419575633128,185.0,R,23.019849418206707,185.0,R,3rd Round
20250310,Hard,M,3,Yusuke Watanuki,Frances Tiafoe,105552,126207,349,17,34.8062970568104,,R,27.134839151266256,188.0,R,3rd Round
